KODS,TIPS_CD,NOSAUKUMS,VKUR_CD,VKUR_TIPS,APSTIPR,APST_PAK,STATUSS,SORT_NOS,DAT_SAK,DAT_MOD,DAT_BEIG,ATRIB,STD
"100386495","107","Ozolu iela","100003583","104","Y","252","EKS","Ozolu iela","1999.03.16","2025.07.07","","","Ozolu iela, Saulkrasti, Saulkrastu nov."
"100342460","107","Ozolu iela","100111813","106","Y","252","EKS","Ozolu iela","1999.03.16","2021.06.30","","","Ozolu iela, Strēlnieki, Mežotnes pag., Bauskas nov."
"100352238","107","Ozolu iela","100126737","106","Y","252","EKS","Ozolu iela","1999.03.16","2021.06.30","","","Ozolu iela, Līgo, Līgo pag., Gulbenes nov."
"100373438","107","Ozolu iela","100161505","106","Y","252","EKS","Ozolu iela","1999.03.16","2021.06.30","","","Ozolu iela, Prauliena, Praulienas pag., Madonas nov."
"100345312","107","Ozolu iela","100112743","106","Y","252","EKS","Ozolu iela","1999.03.16","2021.06.30","","","Ozolu iela, Ieriķi, Drabešu pag., Cēsu nov."
"100420860","107","Ozolu iela","100112261","106","Y","253","EKS","Ozolu iela","2001.03.23","2021.06.30","","","Ozolu iela, Vecumnieki, Vecumnieku pag., Bauskas nov."
"100423407","107","Ozolu iela","100116092","106","Y","252","EKS","Ozolu iela","2000.04.07","2009.06.30","","","Ozolu iela, Rīdzene, Vaives pag., Cēsu nov."
"100348865","107","Ozolu iela","100122875","106","Y","252","EKS","Ozolu iela","1999.03.16","2021.06.30","","","Ozolu iela, Tabore, Tabores pag., Augšdaugavas nov."
"100394582","107","Ozolu iela","100186704","106","Y","253","EKS","Ozolu iela","1999.03.16","2021.06.30","","","Ozolu iela, Pampāļi, Pampāļu pag., Saldus nov."
"100400775","107","Ozolu iela","100189381","106","Y","252","EKS","Ozolu iela","1999.03.16","2021.06.30","","","Ozolu iela, Engure, Engures pag., Tukuma nov."
"100401615","107","Ozolu iela","100190222","106","Y","252","EKS","Ozolu iela","1999.03.16","2021.06.30","","","Ozolu iela, Smārde, Smārdes pag., Tukuma nov."
"100403715","107","Ozolu iela","100190624","106","Y","252","EKS","Ozolu iela","1999.03.16","2021.06.30","","","Ozolu iela, Mēri, Bilskas pag., Smiltenes nov."
"100405294","107","Ozolu iela","100003807","104","Y","252","EKS","Ozolu iela","1999.03.16","2021.06.30","","","Ozolu iela, Valmiera, Valmieras nov."
"100334701","107","Ozolu iela","100003060","104","Y","252","EKS","Ozolu iela","1999.03.16","2021.06.30","","","Ozolu iela, Ventspils"
"100418438","107","Ozolu iela","100157634","106","Y","254","EKS","Ozolu iela","2001.01.17","2021.06.30","","","Ozolu iela, Zaļesje, Zaļesjes pag., Ludzas nov."
"100347324","107","Ozolu iela","100003173","104","Y","252","EKS","Ozolu iela","1990.03.28","2021.06.30","","","Ozolu iela, Ilūkste, Augšdaugavas nov."
"100371395","107","Ozolu iela","100003454","104","Y","252","EKS","Ozolu iela","1999.03.16","2021.06.30","","","Ozolu iela, Lubāna, Madonas nov."
"100377115","107","Ozolu iela","100003501","104","Y","252","EKS","Ozolu iela","1999.03.16","2021.06.30","","","Ozolu iela, Lielvārde, Ogres nov."
"100403073","107","Ozolu iela","100003710","104","Y","252","EKS","Ozolu iela","1999.03.16","2021.06.30","","","Ozolu iela, Smiltene, Smiltenes nov."
"100383377","107","Ozolu iela","100003575","104","Y","252","EKS","Ozolu iela","1999.03.16","2021.06.30","","","Ozolu iela, Salaspils, Salaspils nov."
"100466673","107","Ozolu iela","100144257","106","Y","252","EKS","Ozolu iela","2008.08.29","2009.06.30","","","Ozolu iela, Priedaine, Kurmāles pag., Kuldīgas nov."
"100443381","107","Ozolu iela","100184331","106","Y","252","EKS","Ozolu iela","2004.11.17","2021.06.30","","","Ozolu iela, Dzilnuciems, Babītes pag., Mārupes nov."
"100481653","107","Ozolu iela","100185727","106","Y","252","EKS","Ozolu iela","2014.05.28","2021.06.30","","","Ozolu iela, Zaķumuiža, Ropažu pag., Ropažu nov."
"100464581","107","Ozolu iela","100208830","106","Y","252","EKS","Ozolu iela","2007.11.29","2021.06.30","","","Ozolu iela, Dubovka, Laucesas pag., Augšdaugavas nov."
"100480387","107","Ozolu iela","100148088","106","Y","252","EKS","Ozolu iela","2014.02.17","2015.12.11","","","Ozolu iela, Skulte, Skultes pag., Limbažu nov."
"100345876","107","Ozolu iela","100114466","106","Y","252","EKS","Ozolu iela","1999.03.16","2021.06.30","","","Ozolu iela, Augšlīgatne, Līgatnes pag., Cēsu nov."
"100396795","107","Ozolu iela","100003655","104","Y","252","EKS","Ozolu iela","1999.03.16","2021.06.30","","","Ozolu iela, Stende, Talsu nov."
"100373647","107","Ozolu iela","100162468","106","Y","252","EKS","Ozolu iela","1999.03.16","2021.06.30","","","Ozolu iela, Vestiena, Vestienas pag., Madonas nov."
"100392048","107","Ozolu iela","100185985","106","Y","252","EKS","Ozolu iela","1999.03.16","2021.06.30","","","Ozolu iela, Murjāņi, Sējas pag., Saulkrastu nov."
"100431502","107","Ozolu iela","100112952","106","Y","252","EKS","Ozolu iela","2003.01.21","2021.06.30","","","Ozolu iela, Drusti, Drustu pag., Smiltenes nov."
"100366192","107","Ozolu iela","100003358","104","Y","252","EKS","Ozolu iela","1999.03.16","2021.06.30","","","Ozolu iela, Limbaži, Limbažu nov."
"100370996","107","Ozolu iela","100003446","104","Y","252","EKS","Ozolu iela","1999.03.16","2021.06.30","","","Ozolu iela, Cesvaine, Madonas nov."
"100390768","107","Ozolu iela","100185220","106","Y","252","EKS","Ozolu iela","1999.03.16","2021.06.30","","","Ozolu iela, Mālpils, Mālpils pag., Siguldas nov."
"100392490","107","Ozolu iela","100186087","106","Y","252","EKS","Ozolu iela","1999.03.16","2021.06.30","","","Ozolu iela, Dreiliņi, Stopiņu pag., Ropažu nov."
"100408201","107","Ozolu iela","100193180","106","Y","252","EKS","Ozolu iela","1999.03.16","2021.06.30","","","Ozolu iela, Valmiermuiža, Valmieras pag., Valmieras nov."
"100497224","107","Ozolu iela","100183483","106","Y","252","EKS","Ozolu iela","2022.08.04","2022.08.15","","","Ozolu iela, Jaunviļāni, Viļānu pag., Rēzeknes nov."
"100482663","107","Ozolu iela","100116896","106","Y","252","EKS","Ozolu iela","2015.04.14","2021.06.30","","","Ozolu iela, Melnbārži, Zosēnu pag., Cēsu nov."
"100496054","107","Ozolu iela","100185462","106","Y","252","EKS","Ozolu iela","2022.01.26","2022.02.02","","","Ozolu iela, Pēternieki, Olaines pag., Olaines nov."
"100488996","107","Ozolu iela","100127570","106","Y","252","EKS","Ozolu iela","2016.10.27","2018.06.11","","","Ozolu iela, Tirza, Tirzas pag., Gulbenes nov."
"100486076","107","Ozolu iela","100187827","106","Y","252","EKS","Ozolu iela","2016.10.27","2021.06.30","","","Ozolu iela, Dundaga, Dundagas pag., Talsu nov."
"100470191","107","Ozolu iela","100185173","106","Y","253","EKS","Ozolu iela","2009.11.24","2009.12.09","","","Ozolu iela, Katlakalns, Ķekavas pag., Ķekavas nov."
"100455740","107","Ozolu iela","100003663","104","Y","252","EKS","Ozolu iela","2006.10.25","2009.06.30","","","Ozolu iela, Valdemārpils, Talsu nov."
"100463530","107","Ozolu iela","100131177","106","Y","252","DEL","Ozolu iela","2008.02.22","2021.06.30","2015.03.17","","Ozolu iela, Ildzenieki, Kūku pag., Jēkabpils nov."
"100476877","107","Ozolu iela","100112204","106","Y","252","EKS","Ozolu iela","2012.06.28","2012.07.12","","","Ozolu iela, Likverteni, Vecsaules pag., Bauskas nov."
"100480194","107","Ozolzīļu iela","100003815","104","Y","252","EKS","Ozolzīļu iela","2013.11.27","2022.06.30","","","Ozolzīļu iela, Mārupe, Mārupes nov."
"100432762","107","Ozolzīļu iela","100184717","106","Y","252","EKS","Ozolzīļu iela","2000.02.23","2021.06.30","","","Ozolzīļu iela, Bukulti, Garkalnes pag., Ropažu nov."
"100462947","107","Ozolēnu iela","100208404","106","Y","252","DEL","Ozolēnu iela","2007.12.13","2021.06.30","2015.02.27","","Ozolēnu iela, Iecēni, Cenu pag., Jelgavas nov."
"100470167","107","Ozolīšu iela","100185173","106","Y","253","EKS","Ozolīšu iela","2009.11.24","2009.12.09","","","Ozolīšu iela, Katlakalns, Ķekavas pag., Ķekavas nov."
"100435952","107","Ozona iela","100184508","106","Y","252","EKS","Ozona iela","2003.06.18","2022.12.14","","","Ozona iela, Gauja, Carnikavas pag., Ādažu nov."
"100447790","107","Oļega iela","100183940","106","Y","252","EKS","Oļega iela","2004.05.13","2010.02.12","","","Oļega iela, Mežezeri, Salaspils pag., Salaspils nov."
"100425058","107","Oļu iela","100003776","104","Y","252","EKS","Oļu iela","2001.09.19","2021.07.01","","","Oļu iela, Jēkabpils, Jēkabpils nov."
"100425580","107","Oļu iela","100003333","104","Y","252","EKS","Oļu iela","2001.11.05","2021.06.30","","","Oļu iela, Pāvilosta, Dienvidkurzemes nov."
"100409197","107","Oļu iela","100003036","104","Y","252","EKS","Oļu iela","1999.06.04","2021.06.30","","","Oļu iela, Jūrmala"
"100457623","107","Oļu iela","100003583","104","Y","252","EKS","Oļu iela","2005.12.08","2025.07.07","","","Oļu iela, Saulkrasti, Saulkrastu nov."
"100309204","107","Oļu iela","100003003","104","Y","252","EKS","Oļu iela","1999.03.16","2025.05.15","","","Oļu iela, Rīga"
"100462617","107","Oļu iela","100184598","106","Y","252","EKS","Oļu iela","2007.09.26","2021.06.30","","","Oļu iela, Garkalne, Garkalnes pag., Ropažu nov."
"100442451","107","Oļu iela","100003550","104","Y","252","EKS","Oļu iela","2003.12.17","2009.06.30","","","Oļu iela, Baloži, Ķekavas nov."
"100320837","107","Oļu iela","100003028","104","Y","252","EKS","Oļu iela","2000.06.20","2021.06.30","","","Oļu iela, Jelgava"
"100364726","107","Oļu iela","100204864","106","Y","252","EKS","Oļu iela","1997.10.16","2021.06.30","","","Oļu iela, Jaundubeņi, Grobiņas pag., Dienvidkurzemes nov."
"100325967","107","Oļģerta iela","100003036","104","Y","252","EKS","Oļģerta iela","1999.03.16","2021.06.30","","","Oļģerta iela, Jūrmala"
"100412886","107","Oša iela","100003077","104","Y","252","EKS","Oša iela","1998.06.18","2009.06.30","","","Oša iela, Aizkraukle, Aizkraukles nov."
"100465534","107","Ošenieku iela","100186456","106","Y","253","EKS","Ošenieku iela","2008.07.14","2009.06.30","","","Ošenieku iela, Ošenieki, Jaunlutriņu pag., Saldus nov."
"100325918","107","Oškalna iela","100003036","104","Y","252","EKS","Oškalna iela","1999.03.16","2021.06.30","","","Oškalna iela, Jūrmala"
"100372428","107","Oškalna iela","100159494","106","Y","253","EKS","Oškalna iela","1999.03.16","2021.06.30","","","Oškalna iela, Ērgļi, Ērgļu pag., Madonas nov."
"100339341","107","Oškalna iela","100003116","104","Y","252","EKS","Oškalna iela","1999.03.16","2021.06.30","","","Oškalna iela, Ape, Smiltenes nov."
"100373333","107","Oškalna iela","100161265","106","Y","252","EKS","Oškalna iela","1999.03.16","2021.06.30","","","Oškalna iela, Ošupe, Ošupes pag., Madonas nov."
"100317404","107","Oškalna iela","100003011","104","Y","253","EKS","Oškalna iela","1999.03.16","2021.06.30","","","Oškalna iela, Daugavpils"
"100377420","107","Oškalna iela","100162886","106","Y","252","EKS","Oškalna iela","1999.03.16","2021.06.30","","","Oškalna iela, Birzgale, Birzgales pag., Ogres nov."
"100486590","107","Oškalnu iela","100199142","106","Y","252","EKS","Oškalnu iela","2017.04.26","2025.12.08","","","Oškalnu iela, Līči, Saulkrastu pag., Saulkrastu nov."
"100379055","107","Oškalnu iela","100003526","104","Y","252","EKS","Oškalnu iela","2003.04.28","2021.06.30","","","Oškalnu iela, Līvāni, Līvānu nov."
"100393781","107","Oškalnu iela","100186230","106","Y","253","EKS","Oškalnu iela","1999.03.16","2021.06.30","","","Oškalnu iela, Oškalni, Cieceres pag., Saldus nov."
"100320820","107","Ošu ceļš","100003028","104","Y","252","EKS","Ošu ceļš","2000.06.20","2021.06.30","","","Ošu ceļš, Jelgava"
"100362513","107","Ošu gatve","100003300","104","Y","252","EKS","Ošu gatve","1999.03.16","2021.06.30","","","Ošu gatve, Aizpute, Dienvidkurzemes nov."
"100434428","107","Ošu gatve","100184717","106","Y","253","EKS","Ošu gatve","2003.05.26","2021.06.30","","","Ošu gatve, Bukulti, Garkalnes pag., Ropažu nov."
"100386671","107","Ošu iela","100184075","106","Y","252","EKS","Ošu iela","1999.03.16","2021.06.30","","","Ošu iela, Allaži, Allažu pag., Siguldas nov."
"100391745","107","Ošu iela","100185470","106","Y","252","EKS","Ošu iela","1999.03.16","2024.11.05","","","Ošu iela, Jaunolaine, Olaines pag., Olaines nov."
"100428352","107","Ošu iela","100185278","106","Y","251","ERR","Ošu iela","2002.07.15","2021.06.30","","","Ošu iela, Mārupe, Mārupes pag., Mārupes nov."
"100426332","107","Ošu iela","100114466","106","Y","252","EKS","Ošu iela","2001.11.21","2021.06.30","","","Ošu iela, Augšlīgatne, Līgatnes pag., Cēsu nov."
"100426412","107","Ošu iela","100101417","106","Y","252","EKS","Ošu iela","2002.01.14","2021.06.30","","","Ošu iela, Skrīveri, Skrīveru pag., Aizkraukles nov."
"100398026","107","Ošu iela","100188845","106","Y","253","EKS","Ošu iela","1999.03.16","2021.06.30","","","Ošu iela, Roja, Rojas pag., Talsu nov."
"100400285","107","Ošu iela","100003688","104","Y","252","EKS","Ošu iela","1999.03.16","2021.06.30","","","Ošu iela, Kandava, Tukuma nov."
"100309173","107","Ošu iela","100003003","104","Y","252","EKS","Ošu iela","1999.03.16","2025.05.15","","","Ošu iela, Rīga"
"100392482","107","Ošu iela","100186062","106","","","ERR","Ošu iela","1999.03.16","2021.06.30","","","Ošu iela, Ulbroka, Stopiņu pag., Ropažu nov."
"100376017","107","Ošu iela","100003487","104","Y","252","EKS","Ošu iela","1999.03.16","2021.06.30","","","Ošu iela, Ikšķile, Ogres nov."
"100449890","107","Ošu iela","100207371","106","Y","252","EKS","Ošu iela","2005.07.15","2009.06.30","","","Ošu iela, Vimbukrogs, Ķekavas pag., Ķekavas nov."
"100442058","107","Ošu iela","100192716","106","Y","252","EKS","Ošu iela","2004.06.17","2021.06.30","","","Ošu iela, Kocēni, Kocēnu pag., Valmieras nov."
"100480483","107","Ošu iela","100148088","106","Y","252","EKS","Ošu iela","2014.03.12","2015.12.11","","","Ošu iela, Skulte, Skultes pag., Limbažu nov."
"100389820","107","Ošu iela","100184983","106","Y","252","EKS","Ošu iela","1999.03.16","2021.06.30","","","Ošu iela, Inciems, Krimuldas pag., Siguldas nov."
"100413115","107","Ošu iela","100003286","104","Y","252","EKS","Ošu iela","1990.10.17","2009.06.30","","","Ošu iela, Kuldīga, Kuldīgas nov."
"100417227","107","Ošu iela","100186062","106","Y","252","EKS","Ošu iela","2000.12.27","2023.09.08","","","Ošu iela, Ulbroka, Stopiņu pag., Ropažu nov."
"100419874","107","Ošu iela","100181711","106","Y","252","EKS","Ošu iela","2001.03.02","2009.06.30","","","Ošu iela, Vecružina, Silmalas pag., Rēzeknes nov."
"100417581","107","Ošu iela","100003542","104","Y","252","EKS","Ošu iela","2001.01.03","2021.06.30","","","Ošu iela, Baldone, Ķekavas nov."
"100349545","107","Ošu iela","100003198","104","Y","252","EKS","Ošu iela","1999.03.16","2023.08.21","","","Ošu iela, Dobele, Dobeles nov."
"100395793","107","Ošu iela","100003630","104","Y","253","EKS","Ošu iela","1999.03.16","2021.06.30","","","Ošu iela, Talsi, Talsu nov."
"100355686","107","Ošu iela","100003776","104","Y","254","EKS","Ošu iela","1999.03.16","2021.07.01","","","Ošu iela, Jēkabpils, Jēkabpils nov."
"100374778","107","Ošu iela","100003470","104","Y","252","EKS","Ošu iela","1999.03.16","2021.06.30","","","Ošu iela, Ogre, Ogres nov."
"100399212","107","Ošu iela","100003671","104","Y","252","EKS","Ošu iela","1999.03.16","2021.06.30","","","Ošu iela, Tukums, Tukuma nov."
"100325926","107","Ošu iela","100003036","104","Y","252","EKS","Ošu iela","1999.03.16","2021.06.30","","","Ošu iela, Jūrmala"
"100317412","107","Ošu iela","100003011","104","Y","253","EKS","Ošu iela","1999.03.16","2021.06.30","","","Ošu iela, Daugavpils"
"100476844","107","Ošu iela","100112204","106","Y","252","EKS","Ošu iela","2012.06.28","2012.07.12","","","Ošu iela, Likverteni, Vecsaules pag., Bauskas nov."
"100366176","107","Ošu iela","100003358","104","Y","252","EKS","Ošu iela","1999.03.16","2021.06.30","","","Ošu iela, Limbaži, Limbažu nov."
"100405286","107","Ošu iela","100003807","104","Y","252","EKS","Ošu iela","1999.03.16","2021.06.30","","","Ošu iela, Valmiera, Valmieras nov."
"100463506","107","Ošu iela","100131177","106","Y","252","DEL","Ošu iela","2008.02.22","2021.06.30","2015.03.17","","Ošu iela, Ildzenieki, Kūku pag., Jēkabpils nov."
"100452140","107","Ošu iela","100183998","106","Y","252","EKS","Ošu iela","2005.10.26","2014.09.02","","","Ošu iela, Bajāri, Salaspils pag., Salaspils nov."
"100456010","107","Ošu iela","100147898","106","Y","252","EKS","Ošu iela","2003.07.09","2021.06.30","","","Ošu iela, Korģene, Salacgrīvas pag., Limbažu nov."
"100436704","107","Ošu iela","100003647","104","Y","252","EKS","Ošu iela","2003.08.19","2009.06.30","","","Ošu iela, Sabile, Talsu nov."
"100377092","107","Ošu iela","100003501","104","Y","252","EKS","Ošu iela","1999.03.16","2021.06.30","","","Ošu iela, Lielvārde, Ogres nov."
"100338717","107","Ošu iela","100003108","104","Y","252","EKS","Ošu iela","1999.03.16","2021.06.30","","","Ošu iela, Alūksne, Alūksnes nov."
"100391464","107","Ošu iela","100185261","106","Y","253","EKS","Ošu iela","1999.03.16","2021.06.30","","","Ošu iela, Jaunmārupe, Mārupes pag., Mārupes nov."
"100436448","107","Ošu iela","100184348","106","Y","252","EKS","Ošu iela","1998.06.17","2021.06.30","","","Ošu iela, Mežāres, Babītes pag., Mārupes nov."
"190031756","107","Ošu iela","100184026","106","Y","252","EKS","Ošu iela","2025.08.27","2025.09.09","","","Ošu iela, Pēterupe, Saulkrastu pag., Saulkrastu nov."
"100482928","107","Ošu iela","100128556","106","Y","252","EKS","Ošu iela","2015.06.12","2023.11.28","","","Ošu iela, Atpūta, Svētes pag., Jelgavas nov."
"100487117","107","Ošu iela","100185823","106","Y","252","EKS","Ošu iela","2017.09.27","2021.06.30","","","Ošu iela, Gātciems, Salas pag., Mārupes nov."
"100484997","107","Ošu iela","100003140","104","Y","252","EKS","Ošu iela","2016.06.30","2020.11.03","","","Ošu iela, Bauska, Bauskas nov."
"100493153","107","Ošu iela","100185735","106","Y","252","EKS","Ošu iela","2020.10.28","2021.06.30","","","Ošu iela, Podkājas, Ropažu pag., Ropažu nov."
"100489194","107","Ošu iela","100003212","104","Y","252","EKS","Ošu iela","2016.10.27","2018.06.12","","","Ošu iela, Gulbene, Gulbenes nov."
"100455966","107","Ošu iela","100128074","106","Y","252","EKS","Ošu iela","2006.03.30","2020.07.06","","","Ošu iela, Mežciems, Jaunsvirlaukas pag., Jelgavas nov."
"100379690","107","Ošupes iela","100165096","106","Y","252","EKS","Ošupes iela","1999.03.16","2021.06.30","","","Ošupes iela, Galēni, Galēnu pag., Preiļu nov."
"100373341","107","Ošupes iela","100161265","106","Y","251","ERR","Ošupes iela","1999.03.16","2021.06.30","","","Ošupes iela, Ošupe, Ošupes pag., Madonas nov."
"100459692","107","Ošupītes iela","100003003","104","Y","252","EKS","Ošupītes iela","2007.05.29","2025.04.07","","","Ošupītes iela, Rīga"
"100357657","107","Ošānu iela","100132363","106","Y","252","EKS","Ošānu iela","1999.03.16","2021.06.30","","","Ošānu iela, Ošāni, Salas pag., Jēkabpils nov."
"100483351","107","P. Igašova iela","100190255","106","Y","251","ERR","P. Igašova iela","2015.11.17","2021.06.30","","","P. Igašova iela, Milzkalne, Smārdes pag., Tukuma nov."
"100369157","107","P. Miglinīka iela","100003405","104","Y","252","EKS","P. Miglinīka iela","2002.05.09","2021.06.30","","","P. Miglinīka iela, Ludza, Ludzas nov."
"100334750","107","P. Stradiņa iela","100003060","104","Y","252","EKS","P. Stradiņa iela","1999.03.16","2021.06.30","","","P. Stradiņa iela, Ventspils"
"100418550","107","P. Stradiņa iela","100003253","104","Y","252","EKS","P. Stradiņa iela","1994.12.28","2021.06.30","","","P. Stradiņa iela, Viesīte, Jēkabpils nov."
"100350853","107","P. Upīša iela","100125093","106","Y","251","ERR","P. Upīša iela","1999.03.16","2021.06.30","","","P. Upīša iela, Laboratorija, Krimūnu pag., Dobeles nov."
"100372694","107","P. Upīša iela","100159742","106","Y","252","EKS","P. Upīša iela","1999.03.16","2021.06.30","","","P. Upīša iela, Jumurda, Jumurdas pag., Madonas nov."
"190033237","107","Pabažu ceļš","100003583","104","Y","252","EKS","Pabažu ceļš","2025.09.25","2025.10.09","","","Pabažu ceļš, Saulkrasti, Saulkrastu nov."
"100309333","107","Pabažu iela","100003003","104","Y","252","EKS","Pabažu iela","1999.03.16","2025.05.15","","","Pabažu iela, Rīga"
"100384153","107","Pabažu iela","100003583","104","Y","252","EKS","Pabažu iela","1999.03.16","2021.06.30","","","Pabažu iela, Saulkrasti, Saulkrastu nov."
"100309341","107","Paceplīša iela","100003003","104","Y","252","EKS","Paceplīša iela","1999.03.16","2025.05.15","","","Paceplīša iela, Rīga"
"100454257","107","Paceplīšu iela","100128556","106","Y","252","EKS","Paceplīšu iela","2006.05.18","2022.12.13","","","Paceplīšu iela, Atpūta, Svētes pag., Jelgavas nov."
"100320861","107","Paceplīšu iela","100003028","104","Y","252","EKS","Paceplīšu iela","2000.06.20","2021.06.30","","","Paceplīšu iela, Jelgava"
"100334718","107","Packules iela","100003060","104","Y","252","EKS","Packules iela","1999.03.16","2021.06.30","","","Packules iela, Ventspils"
"100439574","107","Padebešu iela","100184573","106","Y","252","EKS","Padebešu iela","2003.11.26","2021.06.30","","","Padebešu iela, Upesciems, Garkalnes pag., Ropažu nov."
"100459627","107","Padebešu iela","100003003","104","Y","252","EKS","Padebešu iela","2007.05.29","2025.04.07","","","Padebešu iela, Rīga"
"100418413","107","Padomes iela","100157634","106","Y","254","EKS","Padomes iela","2001.01.17","2021.06.30","","","Padomes iela, Zaļesje, Zaļesjes pag., Ludzas nov."
"100380435","107","Padomes iela","100172052","106","Y","252","DEL","Padomes iela","2002.09.16","2026.02.11","2026.01.29","","Padomes iela, Vecvārkava, Upmalas pag., Preiļu nov."
"100309358","107","Padures iela","100003003","104","Y","252","EKS","Padures iela","1999.03.16","2025.05.15","","","Padures iela, Rīga"
"100362521","107","Padures iela","100003300","104","Y","252","EKS","Padures iela","1999.03.16","2021.06.30","","","Padures iela, Aizpute, Dienvidkurzemes nov."
"100488022","107","Paeglīšu iela","100189381","106","Y","252","EKS","Paeglīšu iela","2017.12.28","2021.06.30","","","Paeglīšu iela, Engure, Engures pag., Tukuma nov."
"190034921","107","Paegļu iela","100199150","106","Y","252","EKS","Paegļu iela","2025.12.29","2026.01.14","","","Paegļu iela, Lilaste, Saulkrastu pag., Saulkrastu nov."
"100498757","107","Paegļu iela","100209182","106","Y","252","EKS","Paegļu iela","2023.12.28","2024.01.09","","","Paegļu iela, Viesturciems, Glūdas pag., Jelgavas nov."
"100497378","107","Paegļu iela","100003815","104","Y","252","EKS","Paegļu iela","2022.10.26","2022.11.22","","","Paegļu iela, Mārupe, Mārupes nov."
"100474840","107","Paegļu iela","100186087","106","Y","252","EKS","Paegļu iela","2011.08.24","2021.06.30","","","Paegļu iela, Dreiliņi, Stopiņu pag., Ropažu nov."
"100434694","107","Paegļu iela","100184460","106","Y","252","EKS","Paegļu iela","2003.04.23","2021.06.30","","","Paegļu iela, Garciems, Carnikavas pag., Ādažu nov."
"100461752","107","Paegļu iela","100145451","106","Y","252","EKS","Paegļu iela","2007.10.24","2021.06.30","","","Paegļu iela, Ječi, Dunikas pag., Dienvidkurzemes nov."
"100465341","107","Paegļu iela","100003003","104","Y","252","EKS","Paegļu iela","2008.07.21","2025.04.07","","","Paegļu iela, Rīga"
"100453118","107","Paegļu iela","100184653","106","Y","252","EKS","Paegļu iela","2005.08.24","2021.06.30","","","Paegļu iela, Makstenieki, Garkalnes pag., Ropažu nov."
"100437827","107","Paegļu iela","100003501","104","Y","252","EKS","Paegļu iela","2003.03.26","2021.06.30","","","Paegļu iela, Lielvārde, Ogres nov."
"100361560","107","Paegļu iela","100003294","104","Y","252","EKS","Paegļu iela","1999.03.16","2021.06.30","","","Paegļu iela, Skrunda, Kuldīgas nov."
"100387335","107","Paegļu iela","100184284","106","Y","252","EKS","Paegļu iela","1999.03.16","2021.06.30","","","Paegļu iela, Piņķi, Babītes pag., Mārupes nov."
"100395816","107","Paegļu iela","100003630","104","Y","253","EKS","Paegļu iela","1999.03.16","2021.06.30","","","Paegļu iela, Talsi, Talsu nov."
"100390333","107","Paegļu iela","100185132","106","Y","252","EKS","Paegļu iela","1999.03.16","2021.06.30","","","Paegļu iela, Rāmava, Ķekavas pag., Ķekavas nov."
"100376033","107","Paegļu iela","100003487","104","Y","252","EKS","Paegļu iela","1999.03.16","2021.06.30","","","Paegļu iela, Ikšķile, Ogres nov."
"100354387","107","Paegļu iela","100128660","106","Y","252","EKS","Paegļu iela","1999.03.16","2021.06.30","","","Paegļu iela, Vītoliņi, Valgundes pag., Jelgavas nov."
"100317500","107","Paegļu iela","100003011","104","Y","252","EKS","Paegļu iela","1999.03.16","2021.06.30","","","Paegļu iela, Daugavpils"
"100326028","107","Paegļu iela","100003036","104","Y","252","EKS","Paegļu iela","1999.03.16","2021.06.30","","","Paegļu iela, Jūrmala"
"100344263","107","Paegļu iela","100003157","104","Y","252","EKS","Paegļu iela","1999.03.16","2021.06.30","","","Paegļu iela, Cēsis, Cēsu nov."
"190029300","107","Paegļu iela","100003575","104","Y","252","EKS","Paegļu iela","2024.10.31","2024.11.07","","","Paegļu iela, Salaspils, Salaspils nov."
"100374817","107","Pagasta iela","100003470","104","Y","252","EKS","Pagasta iela","1999.03.16","2021.06.30","","","Pagasta iela, Ogre, Ogres nov."
"100479407","107","Pagasta iela","100149596","106","Y","252","EKS","Pagasta iela","2013.08.22","2013.09.04","","","Pagasta iela, Tutāni, Cirmas pag., Ludzas nov."
"100420635","107","Pagasta iela","100112132","106","Y","252","EKS","Pagasta iela","1999.08.10","2021.06.30","","","Pagasta iela, Svitene, Svitenes pag., Bauskas nov."
"100468275","107","Pagasta iela","100148088","106","Y","252","EKS","Pagasta iela","2009.02.18","2010.04.22","","","Pagasta iela, Skulte, Skultes pag., Limbažu nov."
"100478413","107","Pagasta iela","100156167","106","Y","252","EKS","Pagasta iela","2012.12.20","2021.06.30","","","Pagasta iela, Pušmucova, Pušmucovas pag., Ludzas nov."
"100489120","107","Pagastmājas iela","100126503","106","Y","252","EKS","Pagastmājas iela","2016.10.27","2018.06.12","","","Pagastmājas iela, Litene, Litenes pag., Gulbenes nov."
"190034230","107","Paipalu iela","100185173","106","Y","252","EKS","Paipalu iela","2025.11.12","2025.11.14","","","Paipalu iela, Katlakalns, Ķekavas pag., Ķekavas nov."
"100309366","107","Paipalu iela","100003003","104","Y","252","EKS","Paipalu iela","1999.03.16","2025.05.15","","","Paipalu iela, Rīga"
"100435622","107","Paipalu iela","100184493","106","Y","252","EKS","Paipalu iela","2003.06.18","2024.11.13","","","Paipalu iela, Kalngale, Carnikavas pag., Ādažu nov."
"100497997","107","Paipalu iela","100003575","104","Y","252","EKS","Paipalu iela","2023.03.09","2023.05.23","","","Paipalu iela, Salaspils, Salaspils nov."
"100396465","107","Pakalna iela","100003647","104","Y","253","EKS","Pakalna iela","1999.03.16","2021.06.30","","","Pakalna iela, Sabile, Talsu nov."
